,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
230,Bussigny,46.5512503,6.553745,Cafe Du Soleil,46.550823208146134,6.579164891816164,Restaurant
231,Bussigny,46.5512503,6.553745,McDonald's,46.54589769418541,6.568128973046161,Fast Food Restaurant
232,Bussigny,46.5512503,6.553745,McDonald's,46.55403537066559,6.569094657897948,Fast Food Restaurant
233,Bussigny,46.5512503,6.553745,Christian Boillat tea-room,46.545446143562366,6.570082870407212,Bakery
234,Bussigny,46.5512503,6.553745,Centro Español,46.54571865852524,6.550714416825652,Spanish Restaurant
235,Bussigny,46.5512503,6.553745,L'OXYGÈNE RESTAURANT,46.55601,6.560991,Restaurant
236,Bussigny,46.5512503,6.553745,Da Gino,46.543212,6.557989,Italian Restaurant
237,Bussigny,46.5512503,6.553745,Coffee & Time,46.55415482582785,6.568949913124953,Café
238,Bussigny,46.5512503,6.553745,Gusto di Pasta,46.55404719308753,6.56907083430483,Italian Restaurant
239,Bussigny,46.5512503,6.553745,La Canette,46.55417710902624,6.569108538619346,Diner
240,Bussigny,46.5512503,6.553745,Migros Take Away,46.55405755453141,6.569263667084386,Snack Place
241,Bussigny,46.5512503,6.553745,Coop Restaurant,46.54468035,6.57064659,Restaurant
242,Bussigny,46.5512503,6.553745,Restaurant New Adoc,46.56158313950751,6.567285425893601,French Restaurant
243,Bussigny,46.5512503,6.553745,Buffalo Grill,46.54836112315845,6.569289010117599,Steakhouse
244,Bussigny,46.5512503,6.553745,Pont De La Venoge,46.536508891383974,6.549383713092845,Diner
245,Bussigny,46.5512503,6.553745,Le Contemporain,46.566576,6.55894,Italian Restaurant
246,Bussy-Chardonney,46.5291113,6.4419818,Charme Thaï,46.517280987908514,6.45746648311615,Asian Restaurant
247,Bussy-Chardonney,46.5291113,6.4419818,L'Ecu Fédéral,46.52891374284097,6.44197977071293,Swiss Restaurant
248,Bussy-Chardonney,46.5291113,6.4419818,La Ferme aux Saveurs d'Autrefois,46.52855447533856,6.444039656029903,Breakfast Spot
249,Bussy-Chardonney,46.5291113,6.4419818,Café du Promeneur,46.54165937612135,6.438811719417571,Bistro
250,Bussy-Chardonney,46.5291113,6.4419818,Buffet De La Gare De Yens,46.519715,6.427258,Restaurant
251,Bussy-Chardonney,46.5291113,6.4419818,Paindino,46.518518,6.45658,Bakery
252,Chamblon,46.7772764,6.6044112,Bistrot des Uttins,46.7852783203125,6.627770662307739,Diner
253,Chamblon,46.7772764,6.6044112,McDonald's,46.788396599867475,6.622399095770277,Fast Food Restaurant
